Date, Open, High, Low, Close, Volume
12/28/22, 6800, 6850, 6675, 6725, 5904000
12/27/22, 6875, 6900, 6800, 6800, 2180800
12/26/22, 6775, 6875, 6775, 6875, 1596500
12/23/22, 6800, 6875, 6750, 6825, 3652000
12/22/22, 6900, 6925, 6800, 6800, 2849400
12/21/22, 6975, 6975, 6850, 6900, 2381100
12/20/22, 6975, 6975, 6850, 6975, 4377800
12/19/22, 6950, 7000, 6850, 7000, 5650500
12/16/22, 6950, 7000, 6900, 6950, 11360300
12/15/22, 6950, 7000, 6900, 6975, 6086100
12/14/22, 6925, 7000, 6900, 6950, 8335600
12/13/22, 6975, 6975, 6850, 6925, 5528100
12/12/22, 6925, 7000, 6825, 6975, 10128500
12/09/22, 6875, 6950, 6825, 6925, 11846900
12/08/22, 6850, 6900, 6750, 6900, 11009800
12/07/22, 6750, 6850, 6725, 6850, 11418200
12/06/22, 6775, 6775, 6650, 6775, 10497400
12/05/22, 6775, 6775, 6675, 6775, 6562900
12/02/22, 6675, 6800, 6550, 6775, 18870100
12/01/22, 6550, 6700, 6525, 6675, 21550199
11/30/22, 6325, 6500, 6325, 6450, 18168199
11/29/22, 6275, 6375, 6275, 6325, 5784700
11/28/22, 6325, 6350, 6250, 6275, 6750500
11/25/22, 6400, 6425, 6300, 6325, 5899000
11/24/22, 6450, 6525, 6400, 6425, 4433600
11/23/22, 6475, 6500, 6400, 6450, 4542800
11/22/22, 6525, 6525, 6450, 6450, 4377700
11/21/22, 6500, 6550, 6475, 6525, 4904700
11/18/22, 6500, 6525, 6450, 6500, 3196400
11/17/22, 6500, 6525, 6450, 6525, 5721400
11/16/22, 6500, 6500, 6400, 6500, 5248500
11/15/22, 6475, 6500, 6400, 6500, 4378300
11/14/22, 6425, 6475, 6375, 6475, 4464200
11/11/22, 6500, 6500, 6375, 6400, 6379700
11/10/22, 6550, 6550, 6400, 6475, 5842000
11/09/22, 6475, 6550, 6425, 6550, 9502600
11/08/22, 6550, 6550, 6400, 6475, 4847400
11/07/22, 6450, 6500, 6375, 6500, 7709600
11/04/22, 6350, 6450, 6350, 6450, 6942100
11/03/22, 6400, 6425, 6325, 6375, 5763200
11/02/22, 6425, 6450, 6350, 6425, 6885000
11/01/22, 6450, 6475, 6350, 6450, 9528000
10/31/22, 6375, 6475, 6375, 6450, 13082600
10/28/22, 6350, 6375, 6300, 6375, 9181200
10/27/22, 6325, 6350, 6275, 6300, 8561200
10/26/22, 6275, 6350, 6225, 6325, 9396500
10/25/22, 6300, 6325, 6200, 6200, 11870200
10/24/22, 6300, 6350, 6275, 6300, 7061800
10/21/22, 6350, 6375, 6275, 6275, 7353500
10/20/22, 6225, 6350, 6200, 6350, 12801200
10/19/22, 6200, 6250, 6125, 6225, 12959800
10/18/22, 6150, 6175, 6100, 6175, 7913800
10/17/22, 6050, 6150, 6025, 6125, 10678400
10/14/22, 6075, 6100, 6050, 6050, 5960700
10/13/22, 6100, 6125, 6025, 6050, 7809000
10/12/22, 6125, 6125, 6025, 6075, 5408900
10/11/22, 6100, 6150, 6050, 6125, 6202100
10/10/22, 6075, 6150, 6050, 6125, 6180000
10/07/22, 6075, 6125, 6025, 6075, 6908800
10/06/22, 6100, 6100, 6050, 6100, 5066900
10/05/22, 6100, 6150, 6025, 6025, 8316000
10/04/22, 6050, 6125, 6025, 6050, 8703800
10/03/22, 6025, 6100, 6025, 6025, 5291700
09/30/22, 6050, 6175, 6025, 6025, 12140400
09/29/22, 6100, 6150, 6025, 6025, 7205400
09/28/22, 6150, 6150, 6100, 6100, 13294700
09/27/22, 6200, 6225, 6125, 6150, 9551400
09/26/22, 6225, 6250, 6150, 6200, 8771700
09/23/22, 6250, 6275, 6200, 6200, 6647900
09/22/22, 6225, 6250, 6175, 6250, 6200900
09/21/22, 6200, 6250, 6200, 6250, 7204000
09/20/22, 6250, 6275, 6200, 6200, 6634700
09/19/22, 6275, 6275, 6200, 6200, 9070800
09/16/22, 6150, 6300, 6150, 6300, 18158600
09/15/22, 6225, 6250, 6175, 6175, 15583400
09/14/22, 6200, 6250, 6150, 6225, 8907600
